,EVEPos,ID,contig,family,piEVEPos,piEVEreads,piPos,piReads,piTotal,species,piHit,piReadsPerPos,piEVEProp,EVEpiCover,piPerTESite,piPerSite,propGenome,enrichGenome
0,1163,gi|765198455|_nucleoprotein_[Carajas_virus]_000002F_1280661_1280035,000002F,Rhabdoviridae,0,0,639,2687,7501456,Carajas virus,False,0.0,0.0,0.0,0.008096798099361696,0.004351312380362389,6.746125416667722e-07,0.0
0,69,gi|393707850|_N_gene_product_[Kotonkan_virus]_000002F_1280944_1280876,000002F,Rhabdoviridae,0,0,639,2687,7501456,Kotonkan virus,False,0.0,0.0,0.0,0.008096798099361696,0.004351312380362389,4.0024303847813656e-08,0.0
0,642,gi|765198174|_nucleoprotein_[Barur_virus]_000002F_4893213_4892746,000002F,Rhabdoviridae,0,0,639,2687,7501456,Barur virus,False,0.0,0.0,0.0,0.008096798099361696,0.004351312380362389,3.724000444970488e-07,0.0
0,1410,gi|700075054|_glycoprotein_[Tench_rhabdovirus_S64]_000003F_3704043_3705362,000003F,Rhabdoviridae,17,31,3550,27592,7501456,Tench rhabdovirus S64,True,0.02198581560283688,4.132531071301358e-06,0.012056737588652482,0.008096798099361696,0.004351312380362389,8.17887948194453e-07,5.052686105015021
0,522,gi|752455745|_glycoprotein_[Xincheng_Mosquito_Virus]_000003F_3722529_3723029,000003F,,23,32,3550,27592,7501456,Xincheng anphevirus,True,0.06130268199233716,4.265838525214305e-06,0.044061302681992334,0.008096798099361696,0.004351312380362389,3.027925595443294e-07,14.088320174161275
0,336,gi|752455745|_glycoprotein_[Xincheng_Mosquito_Virus]_000003F_3735314_3735649,000003F,,32,99,3550,27592,7501456,Xincheng anphevirus,True,0.29464285714285715,1.3197437937381757e-05,0.09523809523809523,0.008096798099361696,0.004351312380362389,1.9490095786761432e-07,67.71356119422492
0,1221,gi|765198174|_nucleoprotein_[Barur_virus]_000004F_280875_281981,000004F,Rhabdoviridae,0,0,6718,48656,7501456,Barur virus,False,0.0,0.0,0.0,0.008096798099361696,0.004351312380362389,7.082561593939199e-07,0.0
0,1075,gi|765198174|_nucleoprotein_[Barur_virus]_000008F_4732888_4732418,000008F,Rhabdoviridae,0,0,662,2687,7501456,Barur virus,False,0.0,0.0,0.0,0.008096798099361696,0.004351312380362389,6.235670527014447e-07,0.0
0,1094,gi|700074725|_N_protein_[Curionopolis_virus]_000008F_4734942_4734559,000008F,Rhabdoviridae,31,215,662,2687,7501456,Curionopolis virus,True,0.19652650822669104,2.8661102591283612e-05,0.0283363802559415,0.008096798099361696,0.004351312380362389,6.345882378189586e-07,45.16488154553587
0,3017,gi|229904920|_polyprotein_precursor_[Quang_Binh_virus]_000015F_2244020_2243334,000015F,Flaviviridae,609,9452,13160,111159,7501456,Quang Binh virus,True,3.1329134902220748,0.0012600220543851754,0.20185614849187936,0.008096798099361696,0.004351312380362389,1.750048184186287e-06,719.9927783537245
